formula,class,Tc,reduced formula
Y0.4Cu0.6Ba1.3La0.7Cu3O7,CuO,82,Y4Cu6Ba13La7Cu30O70
Y0.4Cu0.6Ba1.4La0.6Cu3O6.95,CuO,81,Y8Cu12Ba28La12Cu60O139
Y0.4Gd0.6Ba2Cu3O7,CuO,92,Y2Gd3Ba10Cu15O35
Y0.4La0.6Ba2Cu3O6.99,CuO,85,Y40La60Ba200Cu300O699
Y0.4Lu0.6Ir4B4,other,3.07,Y2Lu3Ir20B20
Y0.4Pr0.6Ba0.75Sr1.25Cu3O6.92,CuO,23,Y40Pr60Ba75Sr125Cu300O692
Y0.4Pr0.6Ba1.25Sr0.75Cu3O6.92,CuO,17,Y40Pr60Ba125Sr75Cu300O692
Y0.4Pr0.6Ba1.2Sr0.8Cu3O7,CuO,15.5,Y2Pr3Ba6Sr4Cu15O35
Y0.4Pr0.6Ba1.5Ca0.5Cu3O7,CuO,26.7,Y4Pr6Ba15Ca5Cu30O70
Y0.4Pr0.6Ba1.6Ca0.4Cu3O7,CuO,30.3,Y2Pr3Ba8Ca2Cu15O35
Y0.4Pr0.6Ba1.7Ca0.3Cu3O7,CuO,29,Y4Pr6Ba17Ca3Cu30O70
Y0.4Pr0.6Ba1.8Ca0.2Cu3O7,CuO,23.9,Y2Pr3Ba9Ca1Cu15O35
Y0.4Pr0.6Ba1Sr1Cu3O6.92,CuO,18,Y10Pr15Ba25Sr25Cu75O173
Y0.4Pr0.6Ba1Sr1Cu3O7,CuO,21.4,Y2Pr3Ba5Sr5Cu15O35
Y0.4Pr0.6Ba1Sr1Cu3O7,CuO,23,Y2Pr3Ba5Sr5Cu15O35
Y0.4Pr0.6Ba1Sr1Cu3O8.9,CuO,24.1,Y4Pr6Ba10Sr10Cu30O89
Y0.4Pr0.6Ba2Cu3O6.95,CuO,9,Y8Pr12Ba40Cu60O139
Y0.4Pr0.6Ba2Cu4O8,CuO,39,Y2Pr3Ba10Cu20O40
Y0.4Pr0.6Ba2Cu4O8,CuO,40,Y2Pr3Ba10Cu20O40
Y0.4Pr0.6Ba2Cu4O8,CuO,40.5,Y2Pr3Ba10Cu20O40
Y0.4Pr0.6Ba2Cu4O8,CuO,32,Y2Pr3Ba10Cu20O40
Y0.4Pr0.6Sr2Cu2.7Mo0.3O7,CuO,17.3,Y4Pr6Sr20Cu27Mo3O70
Y0.4Pr0.6Sr2Cu2.85Re0.15O6.8,CuO,20.2,Y8Pr12Sr40Cu57Re3O136
Y0.4Pr0.6Sr2Cu2.8Re0.2O6,CuO,25,Y2Pr3Sr10Cu14Re1O30
Y0.4Yb0.6Ba2Cu3O6.93,CuO,91.1,Y40Yb60Ba200Cu300O693
Y0.52Eu0.58Ba1.9Cu2.69Al0.42O7,CuO,42.4,Y52Eu58Ba190Cu269Al42O700
Y0.54Pr0.46Ba2Cu3O7,CuO,38,Y27Pr23Ba100Cu150O350
Y0.55Pr0.45Ba2Cu3O6.65,CuO,30.7,Y11Pr9Ba40Cu60O133
Y0.55Pr0.45Ba2Cu3O6.8,CuO,23.5,Y11Pr9Ba40Cu60O136
Y0.55Pr0.45Ba2Cu3O6.98,CuO,33.6,Y55Pr45Ba200Cu300O698
Y0.55Pr0.45Ba2Cu3O7,CuO,36.5,Y11Pr9Ba40Cu60O140
Y0.55Pr0.45Ba2Cu3O7.01,CuO,29.2,Y55Pr45Ba200Cu300O701
Y0.5625La0.3375Pr0.1Ba2Cu3O7,CuO,63.7,Y45La27Pr8Ba160Cu240O560
Y0.5625La0.3375Pr0.1Ba2Cu3O7,CuO,40,Y45La27Pr8Ba160Cu240O560
Y0.56Er0.44Rh4B4,other,9.64,Y14.0000000000000Er11Rh100B100
Y0.56Pr0.44Ba2Cu3O7,CuO,36,Y14.0000000000000Pr11Ba50Cu75O175
Y0.57Pr0.43Ba2Cu3O7,CuO,22,Y5699.9999999999Pr4300Ba20000Cu30000O70000
Y0.58Pr0.42Ba2Cu3O7,CuO,40,Y29Pr21Ba100Cu150O350
Y0.5Ca0.5Ba1.1La0.9Cu3O7.15,CuO,70,Y10Ca10Ba22La18Cu60O143
Y0.5Ca0.5Ba1.2La0.8Cu3O7.12,CuO,82,Y25Ca25Ba60La40Cu150O356
Y0.5Ca0.5Ba1.5La0.5Cu3O6.94,CuO,82,Y25Ca25Ba75La25Cu150O347
Y0.5Ca0.5Ba1.5La0.5Cu3O6.96,CuO,82.5,Y25Ca25Ba75La25Cu150O348
Y0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7,CuO,79,Y5Ca5Sr7Ba13Cu26C4O70
Y0.5Cd0.5Ba2Cu3O7,CuO,93.2,Y1Cd1Ba4Cu6O14
Y0.5Eu0.5Ba2Cu4O8,CuO,77,Y1Eu1Ba4Cu8O16
Y0.5La0.3Pr0.2Ba2Cu3O7,CuO,44.8,Y5La3Pr2Ba20Cu30O70
Y0.5La0.3Pr0.2Ba2Cu3O7,CuO,21,Y5La3Pr2Ba20Cu30O70
Y0.5La0.5B6,other,1.6,Y1La1B12
Y0.5La0.5Ba2Cu3O7.01,CuO,86,Y50La50Ba200Cu300O701
Y0.5La0.5Rh3B2,other,1.88,Y1La1Rh6B4
Y0.5Lu0.5Ir4B4,other,3.21,Y1Lu1Ir8B8
Y0.5Lu0.5Ni2B2C1,other,14.5,Y1Lu1Ni4B4C2
Y0.5Lu0.5Ni2B2C1,other,14.9,Y1Lu1Ni4B4C2
Y0.5Pr0.2Ca0.3Ba2Cu3O7,CuO,74,Y5Pr2Ca3Ba20Cu30O70
Y0.5Pr0.2Cd0.1Ca0.2Ba2Cu3O7,CuO,68,Y5Pr2Cd1Ca2Ba20Cu30O70
Y0.5Pr0.2Cd0.2Ca0.1Ba2Cu3O7,CuO,54,Y5Pr2Cd2Ca1Ba20Cu30O70
Y0.5Pr0.2Cd0.3Ba2Cu3O7,CuO,42,Y5Pr2Cd3Ba20Cu30O70
Y0.5Pr0.5Ba1Sr1Cu3O6.9,CuO,36,Y5Pr5Ba10Sr10Cu30O69
Y0.5Pr0.5Ba1Sr1Cu3O7,CuO,32.1,Y1Pr1Ba2Sr2Cu6O14
Y0.5Pr0.5Ba2Cu3O6.53,CuO,5.2,Y50Pr50Ba200Cu300O653
Y0.5Pr0.5Ba2Cu3O6.61,CuO,4.6,Y50Pr50Ba200Cu300O661
Y0.5Pr0.5Ba2Cu3O6.65,CuO,18.7,Y10Pr10Ba40Cu60O133
Y0.5Pr0.5Ba2Cu3O6.66,CuO,3.5,Y25Pr25Ba100Cu150O333
Y0.5Pr0.5Ba2Cu3O6.68,CuO,27.1,Y25Pr25Ba100Cu150O334
Y0.5Pr0.5Ba2Cu3O6.71,CuO,4,Y50Pr50Ba200Cu300O671
Y0.5Pr0.5Ba2Cu3O6.76,CuO,4,Y25Pr25Ba100Cu150O338
Y0.5Pr0.5Ba2Cu3O6.85,CuO,4,Y10Pr10Ba40Cu60O137
Y0.5Pr0.5Ba2Cu3O6.95,CuO,28.2,Y10Pr10Ba40Cu60O139
Y0.5Pr0.5Ba2Cu3O6.95,CuO,12.7,Y10Pr10Ba40Cu60O139
Y0.5Pr0.5Ba2Cu3O6.96,CuO,12,Y25Pr25Ba100Cu150O348
Y0.5Pr0.5Ba2Cu3O6.965,CuO,10,Y100Pr100Ba400Cu600O1393
Y0.5Pr0.5Ba2Cu3O6.98,CuO,21.9,Y25Pr25Ba100Cu150O349
Y0.5Pr0.5Ba2Cu3O7,CuO,28.9,Y1Pr1Ba4Cu6O14
Y0.5Pr0.5Ba2Cu3O7,CuO,33,Y1Pr1Ba4Cu6O14
Y0.5Pr0.5Ba2Cu3O7,CuO,25.4,Y1Pr1Ba4Cu6O14
Y0.5Pr0.5Ba2Cu3O7,CuO,30.6,Y1Pr1Ba4Cu6O14
Y0.5Pr0.5Ba2Cu3O7,CuO,28.5,Y1Pr1Ba4Cu6O14
Y0.5Pr0.5Ba2Cu3O7,CuO,23.36,Y1Pr1Ba4Cu6O14
Y0.5Pr0.5Ba2Cu3O7,CuO,32.7,Y1Pr1Ba4Cu6O14
Y0.5Pr0.5Ba2Cu3O7,CuO,23.12,Y1Pr1Ba4Cu6O14
Y0.5Pr0.5Ba2Cu4O8,CuO,49,Y1Pr1Ba4Cu8O16
Y0.5Pr0.5Ba2Cu4O8,CuO,50,Y1Pr1Ba4Cu8O16
Y0.5Pr0.5Ba2Cu4O8,CuO,52.5,Y1Pr1Ba4Cu8O16
Y0.5Pr0.5Sr2Cu2.7Mo0.3O7,CuO,22.2,Y5Pr5Sr20Cu27Mo3O70
Y0.5Pr0.5Sr2Cu2.85Re0.15O7,CuO,26.2,Y10Pr10Sr40Cu57Re3O140
Y0.5Sc0.5Ba2Cu3O7,CuO,83,Y1Sc1Ba4Cu6O14
Y0.5Sm0.5Ba2Cu3O7,CuO,92,Y1Sm1Ba4Cu6O14
Y0.625La0.375Ba2Cu3O7,CuO,85.2,Y5La3Ba16Cu24O56
Y0.625La0.375Ba2Cu3O7,CuO,50,Y5La3Ba16Cu24O56
Y0.64Ca0.36Ba2Cu2.64Co0.36O6.87,CuO,82,Y64Ca36Ba200Cu264Co36O687
Y0.65Ca0.15Pr0.2Ba2Cu3O6.95,CuO,77.1,Y13Ca3Pr4Ba40Cu60O139
Y0.65Ca0.35Sr2Cu2Ga1O6.99,CuO,27,Y65Ca35Sr200Cu200Ga100O699
Y0.65Ca0.35Sr2Cu2Ga1O7,CuO,27,Y13Ca7Sr40Cu40Ga20O140
Y0.65Dy0.35Ni2B2C1,other,10.6,Y13Dy7Ni40B40C20
Y0.65La0.35B6,other,4,Y13La7B120
Y0.65Pr0.2Ca0.15Ba2Cu3O7,CuO,39.3,Y13Pr4Ca3Ba40Cu60O140
Y0.65Pr0.35Ba2Cu3O6.6,CuO,21.5,Y13Pr7Ba40Cu60O132
Y0.65Pr0.35Ba2Cu3O6.75,CuO,6.3,Y13Pr7Ba40Cu60O135
Y0.65Pr0.35Ba2Cu3O6.85,CuO,16.3,Y13Pr7Ba40Cu60O137
Y0.65Pr0.35Ba2Cu3O6.95,CuO,33,Y13Pr7Ba40Cu60O139
Y0.65Pr0.35Ba2Cu3O7.01,CuO,44.5,Y65Pr35Ba200Cu300O701
Y0.65Tb0.35Ni2B2C1,other,4.6,Y13Tb7Ni40B40C20
Y0.68Eu0.39Ba1.93Cu2.73Al0.32O7,CuO,47.5,Y68.000000000000Eu39Ba193Cu273Al32O700
Y0.68Tb0.32Ba2Cu3O7,CuO,91,Y17.0000000000000Tb8Ba50Cu75O175
Y0.69Ca0.31Ba2Cu3O6,CuO,27.7,Y6899.9999999999Ca3100Ba20000Cu30000O60000
Y0.6Ca0.2Pr0.2Ba2Cu3O6.95,CuO,72.9,Y12Ca4Pr4Ba40Cu60O139
Y0.6Ca0.2Pr0.2Ba2Cu3O7,CuO,67.1,Y3Ca1Pr1Ba10Cu15O35
Y0.6Ca0.4Ba1.1La0.9Cu3O7.18,CuO,47,Y30Ca20Ba55La45Cu150O359
Y0.6Ca0.4Ba1.2La0.8Cu3O7.15,CuO,67,Y12Ca8Ba24La16Cu60O143
Y0.6Ca0.4Ba1.3La0.7Cu3O7.12,CuO,82,Y30Ca20Ba65La35Cu150O356
Y0.6Ca0.4Ba1.4La0.6Cu3O7.07,CuO,83,Y60Ca40Ba140La60Cu300O707
Y0.6Ca0.4Ba1.5La0.5Cu3O7.01,CuO,82.4,Y60Ca40Ba150La50Cu300O701
Y0.6Ca0.4Ba1.6La0.4Cu3O6.95,CuO,82,Y12Ca8Ba32La8Cu60O139
Y0.6Ca0.4Ba1.6La0.4Cu3O6.96,CuO,78,Y15Ca10Ba40La10Cu75O174
Y0.6Ca0.4Sr1.6Ba0.4Cu2Ga1O7,CuO,56,Y3Ca2Sr8Ba2Cu10Ga5O35
Y0.6Ca0.4Sr1.7Ba0.3Cu2Ga1O7,CuO,50,Y6Ca4Sr17Ba3Cu20Ga10O70
Y0.6Ca0.4Sr1.8Ba0.2Cu2Ga1O7,CuO,45,Y3Ca2Sr9Ba1Cu10Ga5O35
Y0.6Ca0.4Sr1.8Ba0.2Cu2Ga1O7,CuO,68,Y3Ca2Sr9Ba1Cu10Ga5O35
Y0.6Ca0.4Sr2Cu2Ga1O7,CuO,41,Y3Ca2Sr10Cu10Ga5O35
Y0.6Cd0.4Ba2Cu3O7,CuO,91.7,Y3Cd2Ba10Cu15O35
Y0.6Eu0.4Ba2Cu3O7,CuO,92.6,Y3Eu2Ba10Cu15O35
Y0.6Gd0.4Ba2Cu3O7,CuO,92,Y3Gd2Ba10Cu15O35
Y0.6La0.4B6,other,4.4,Y3La2B30
Y0.6La0.4Ba2Cu3O6.92,CuO,85,Y15La10Ba50Cu75O173
Y0.6Lu0.4Ir4B4,other,3.06,Y3Lu2Ir20B20
Y0.6Pr0.2Ca0.2Ba2Cu3O7,CuO,71.2,Y3Pr1Ca1Ba10Cu15O35
Y0.6Pr0.2Ca0.2Ba2Cu3O7,CuO,29.9,Y3Pr1Ca1Ba10Cu15O35
Y0.6Pr0.2Cd0.2Ba2Cu3O7,CuO,49,Y3Pr1Cd1Ba10Cu15O35
Y0.6Pr0.4Ba0.2Sr1.8Cu3O7,CuO,44,Y3Pr2Ba1Sr9Cu15O35
Y0.6Pr0.4Ba0.4Sr1.6Cu3O7,CuO,50,Y3Pr2Ba2Sr8Cu15O35
Y0.6Pr0.4Ba0.6Sr1.4Cu3O6.89,CuO,49,Y60Pr40Ba60Sr140Cu300O689
Y0.6Pr0.4Ba0.8Sr1.2Cu3O6.89,CuO,49,Y60Pr40Ba80Sr120Cu300O689
Y0.6Pr0.4Ba1.2Sr0.8Cu3O6.89,CuO,52,Y60Pr40Ba120Sr80Cu300O689
Y0.6Pr0.4Ba1.4Sr0.6Cu3O6.83,CuO,45,Y60Pr40Ba140Sr60Cu300O683
Y0.6Pr0.4Ba1.6Sr0.4Cu3O6.87,CuO,44,Y60Pr40Ba160Sr40Cu300O687
Y0.6Pr0.4Ba1.8Sr0.2Cu3O6.85,CuO,47,Y12Pr8Ba36Sr4Cu60O137
Y0.6Pr0.4Ba1Sr1Cu3O6.89,CuO,53,Y60Pr40Ba100Sr100Cu300O689
Y0.6Pr0.4Ba1Sr1Cu3O6.9,CuO,60.5,Y6Pr4Ba10Sr10Cu30O69
Y0.6Pr0.4Ba1Sr1Cu3O7,CuO,52.4,Y3Pr2Ba5Sr5Cu15O35
Y0.6Pr0.4Ba2Cu3O6.5,CuO,14.9,Y6Pr4Ba20Cu30O65
Y0.6Pr0.4Ba2Cu3O6.53,CuO,15,Y60Pr40Ba200Cu300O653
Y0.6Pr0.4Ba2Cu3O6.61,CuO,26,Y60Pr40Ba200Cu300O661
Y0.6Pr0.4Ba2Cu3O6.65,CuO,38,Y12Pr8Ba40Cu60O133
Y0.6Pr0.4Ba2Cu3O6.66,CuO,25.4,Y30Pr20Ba100Cu150O333
Y0.6Pr0.4Ba2Cu3O6.76,CuO,44.3,Y15Pr10Ba50Cu75O169
Y0.6Pr0.4Ba2Cu3O6.76,CuO,23.7,Y15Pr10Ba50Cu75O169
Y0.6Pr0.4Ba2Cu3O6.8,CuO,33.9,Y3Pr2Ba10Cu15O34
Y0.6Pr0.4Ba2Cu3O6.85,CuO,27.8,Y12Pr8Ba40Cu60O137
Y0.6Pr0.4Ba2Cu3O6.88,CuO,47,Y15Pr10Ba50Cu75O172
Y0.6Pr0.4Ba2Cu3O6.9,CuO,32,Y6Pr4Ba20Cu30O69
Y0.6Pr0.4Ba2Cu3O6.929,CuO,45.3,Y600Pr400Ba2000Cu3000O6929
Y0.6Pr0.4Ba2Cu3O6.929,CuO,44.8,Y600Pr400Ba2000Cu3000O6929
Y0.6Pr0.4Ba2Cu3O6.95,CuO,45.3,Y12Pr8Ba40Cu60O139
Y0.6Pr0.4Ba2Cu3O6.95,CuO,37,Y12Pr8Ba40Cu60O139
Y0.6Pr0.4Ba2Cu3O6.95,CuO,20.4,Y12Pr8Ba40Cu60O139
Y0.6Pr0.4Ba2Cu3O6.96,CuO,32,Y15Pr10Ba50Cu75O174
Y0.6Pr0.4Ba2Cu3O6.965,CuO,35,Y120Pr80Ba400Cu600O1393
Y0.6Pr0.4Ba2Cu3O6.97,CuO,40,Y60Pr40Ba200Cu300O697
Y0.6Pr0.4Ba2Cu3O6.98,CuO,45.4,Y30Pr20Ba100Cu150O349
Y0.6Pr0.4Ba2Cu3O6.98,CuO,42.8,Y30Pr20Ba100Cu150O349
Y0.6Pr0.4Ba2Cu3O7,CuO,49.4,Y3Pr2Ba10Cu15O35
Y0.6Pr0.4Ba2Cu3O7,CuO,48,Y3Pr2Ba10Cu15O35
Y0.6Pr0.4Ba2Cu3O7,CuO,48.5,Y3Pr2Ba10Cu15O35
Y0.6Pr0.4Ba2Cu3O7,CuO,35,Y3Pr2Ba10Cu15O35
Y0.6Pr0.4Ba2Cu3O7,CuO,46.2,Y3Pr2Ba10Cu15O35
Y0.6Pr0.4Ba2Cu3O7,CuO,48.7,Y3Pr2Ba10Cu15O35
Y0.6Pr0.4Ba2Cu3O7,CuO,40,Y3Pr2Ba10Cu15O35
Y0.6Pr0.4Ba2Cu3O7,CuO,47,Y3Pr2Ba10Cu15O35
Y0.6Pr0.4Ba2Cu3O7,CuO,45.3,Y3Pr2Ba10Cu15O35
Y0.6Pr0.4Ba2Cu3O7,CuO,44.62,Y3Pr2Ba10Cu15O35
Y0.6Pr0.4Ba2Cu4O8,CuO,58,Y3Pr2Ba10Cu20O40
Y0.6Pr0.4Ba2Cu4O8,CuO,54,Y3Pr2Ba10Cu20O40
Y0.6Pr0.4Ba2Cu4O8,CuO,60,Y3Pr2Ba10Cu20O40
Y0.6Pr0.4Ba2Cu4O8,CuO,49,Y3Pr2Ba10Cu20O40
Y0.6Pr0.4Cu2.85Re0.15O7,CuO,33.9,Y12Pr8Cu57Re3O140
Y0.6Pr0.4Sr2Cu2.7Mo0.3O7,CuO,25.9,Y6Pr4Sr20Cu27Mo3O70
Y0.6Pr1.4Ba4Cu7O15,CuO,10,Y3Pr7Ba20Cu35O75
Y0.6Sm0.4Ba2Cu3O7,CuO,78,Y3Sm2Ba10Cu15O35
Y0.6Tb0.4Ni2B2C1,other,2,Y3Tb2Ni10B10C5
Y0.6Tb0.4Ni2B2C1,other,5.04,Y3Tb2Ni10B10C5
Y0.71Er0.29Rh4B4,other,10,Y71Er29Rh400B400
Y0.72Ca0.28Ba2Cu3O6,CuO,47.5,Y18Ca7.0000000000000Ba50Cu75O150
Y0.72Pr0.28Ba2Cu3O7,CuO,60,Y18Pr7.0000000000000Ba50Cu75O175
Y0.74Ca0.16Sr0.6Ba1.5Cu2.78S0.22O7,CuO,77.9,Y7400Ca1600Sr6000Ba15000Cu27799.9999999999S2200O70000
Y0.74Ca0.16Sr1.1Ba1Cu2.78S0.22O7,CuO,75.1,Y7400Ca1600Sr11000Ba10000Cu27799.9999999999S2200O70000
Y0.74Ca0.16Sr1.6Ba0.5Cu2.78S0.22O7,CuO,54.9,Y7400Ca1600Sr16000Ba5000Cu27799.9999999999S2200O70000
Y0.74Ca0.16Sr2.1Cu2.78S0.22O7,CuO,25,Y7400Ca1600Sr21000Cu27799.9999999999S2200O70000
Y0.74Ca0.16Sr2.1Cu2.78S0.22O7,CuO,34.9,Y7400Ca1600Sr21000Cu27799.9999999999S2200O70000
Y0.74Ca0.26Ba2Cu3O6,CuO,44.7,Y37Ca13Ba100Cu150O300
Y0.74Eu0.35Ba1.91Cu2.81Al0.3O7,CuO,59.9,Y74Eu35Ba191Cu281Al30O700
Y0.74Gd0.26Ni2B2C1,other,5.935,Y37Gd13Ni100B100C50
Y0.75Ca0.05Pr0.2Ba2Cu3O6.95,CuO,76.4,Y15Ca1Pr4Ba40Cu60O139
Y0.75Ca0.1Pr0.15Ba2Cu3O6.95,CuO,79.6,Y15Ca2Pr3Ba40Cu60O139
Y0.75Ca0.25Ba2Cu2.75Al0.25O6.86,CuO,88.2,Y75Ca25Ba200Cu275Al25O686
Y0.75Ca0.25Ba2Cu2.75Co0.25O6.8,CuO,61,Y15Ca5Ba40Cu55Co5O136
Y0.75Ca0.25Ba2Cu2.75Co0.25O6.82,CuO,67.5,Y75Ca25Ba200Cu275Co25O682
Y0.75Ca0.25Ba2Cu2.75Co0.25O6.98,CuO,82.4,Y75Ca25Ba200Cu275Co25O698
Y0.75Ca0.25Ba2Cu2.75Co0.25O7,CuO,82.5,Y3Ca1Ba8Cu11Co1O28
Y0.75Ca0.25Ba2Cu2.75Ni0.25O6.77,CuO,62,Y75Ca25Ba200Cu275Ni25O677
Y0.75Ca0.25Ba2Cu2.75Zn0.25O6.76,CuO,42,Y75Ca25Ba200Cu275Zn25O676
Y0.75Ca0.25Ba2Cu3O6.008,CuO,34.85,Y375Ca125Ba1000Cu1500O3004
Y0.75Ca0.25Ba2Cu4O8,CuO,82.9,Y3Ca1Ba8Cu16O32
Y0.75Dy0.25Ni2B2C1,other,12,Y3Dy1Ni8B8C4
Y0.75Eu0.25Ba2Cu4O8,CuO,78,Y3Eu1Ba8Cu16O32
Y0.75Gd0.25Ni2B2C1,other,4.2,Y3Gd1Ni8B8C4
Y0.75Gd0.25Ni2B2C1,other,4.84,Y3Gd1Ni8B8C4
Y0.75Lu0.25Ni2B2C1,other,14.9,Y3Lu1Ni8B8C4
Y0.75Pr0.15Ca0.1Ba2Cu4O8,CuO,76.2,Y15Pr3Ca2Ba40Cu80O160
Y0.75Pr0.25Ba2Cu3O7,CuO,72,Y3Pr1Ba8Cu12O28
Y0.75Pr0.25Ni2B2C1,other,7.7,Y3Pr1Ni8B8C4
Y0.75Pr0.2Ca0.05Ba2Cu3O7,CuO,73.6,Y15Pr4Ca1Ba40Cu60O140
Y0.75Sc0.25Ba2Cu3O7,CuO,87,Y3Sc1Ba8Cu12O28
Y0.75Tb0.25Ni2B2C1,other,10.02,Y3Tb1Ni8B8C4
Y0.76Ca0.24Ba2Cu2.55Co0.45O6.93,CuO,51,Y76Ca24Ba200Cu255Co45O693
Y0.76Ca0.24Ba2Cu2.64Co0.36O6.96,CuO,66,Y19Ca6Ba50Cu66Co9O174
Y0.76Ca0.24Ba2Cu2.76Co0.24O6.84,CuO,85,Y7600Ca2400Ba20000Cu27599.9999999999Co2400O68400
Y0.76Ca0.24Ba2Cu2.85Co0.15O6.8,CuO,86,Y76Ca24Ba200Cu285Co15O680
Y0.76Ca0.24Ba2Cu2.94Co0.06O6.81,CuO,82,Y76Ca24Ba200Cu294Co6O681
Y0.76Ca0.34Ba2Cu2.55Co0.45O6.95,CuO,51,Y76Ca34.000000000000Ba200Cu255Co45O695
Y0.77Ca0.08Pr0.15Ba2Cu3O6.95,CuO,81.7,Y77Ca8Pr15Ba200Cu300O695
Y0.77Ca0.23Ba2Cu3O6,CuO,25.15,Y77Ca23Ba200Cu300O600
Y0.77Gd0.23Ni2B2C1,other,4.2,Y77Gd23Ni200B200C100
Y0.78Gd0.22Ni2B2C1,other,6.64,Y39Gd11Ni100B100C50
Y0.78Gd0.22Ni2B2C1,other,7.4,Y39Gd11Ni100B100C50
Y0.78Pr0.22Ba2Cu3O7,CuO,70,Y39Pr11Ba100Cu150O350
Y0.79Gd0.21Ni2B2C1,other,7.81,Y79Gd21Ni200B200C100
Y0.7Ca0.15Pr0.15Ba2Cu3O6.95,CuO,77.6,Y14Ca3Pr3Ba40Cu60O139
Y0.7Ca0.1Pr0.2Ba2Cu3O6.95,CuO,77.1,Y14Ca2Pr4Ba40Cu60O139
Y0.7Ca0.3Ba1.3La0.7Cu3O7.16,CuO,73,Y35Ca15Ba65La35Cu150O358
Y0.7Ca0.3Ba1.4La0.6Cu3O7.12,CuO,82,Y35Ca15Ba70La30Cu150O356
Y0.7Ca0.3Ba1.7La0.3Cu3O6.92,CuO,82,Y35Ca15Ba85La15Cu150O346
Y0.7Ca0.3Ba1.7La0.3Cu3O6.96,CuO,78,Y35Ca15Ba85La15Cu150O348
Y0.7Ca0.3Ba1Cu2.7Zn0.3O7,CuO,45,Y7Ca3Ba10Cu27Zn3O70
Y0.7Ca0.3Ba2Cu2.55Co0.45O6.84,CuO,53,Y70Ca30Ba200Cu255Co45O684
Y0.7Ca0.3Ba2Cu2.7Co0.3O6.78,CuO,59,Y35Ca15Ba100Cu135Co15O339
Y0.7Ca0.3Ba2Cu2.7Co0.3O6.84,CuO,70,Y35Ca15Ba100Cu135Co15O342
Y0.7Ca0.3Ba2Cu2.7Co0.3O6.93,CuO,84,Y70Ca30Ba200Cu270Co30O693
Y0.7Ca0.3Ba2Cu2.7Co0.3O7.02,CuO,82,Y35Ca15Ba100Cu135Co15O351
Y0.7Ca0.3Ba2Cu2.7Ni0.3O7,CuO,65,Y7Ca3Ba20Cu27Ni3O70
Y0.7Ca0.3Ba2Cu3O6.12,CuO,35,Y35Ca15Ba100Cu150O306
Y0.7Ca0.3Ba2Cu3O6.78,CuO,78,Y35Ca15Ba100Cu150O339
Y0.7Ca0.3Ba2Cu3O6.87,CuO,88.7,Y70Ca30Ba200Cu300O687
Y0.7Ca0.3Ba2Cu4O8,CuO,90,Y7Ca3Ba20Cu40O80
Y0.7Ca0.3Ba2Cu4O8,CuO,79.5,Y7Ca3Ba20Cu40O80
Y0.7Ca0.3C2,other,2.4,Y7Ca3C20
Y0.7Ca0.3Sr1.5Ba0.5Cu2.8Cr0.2O7,CuO,41,Y7Ca3Sr15Ba5Cu28Cr2O70
Y0.7Ca0.3Sr2Cu2.5Se0.5O7,CuO,45,Y7Ca3Sr20Cu25Se5O70
Y0.7Cd0.3Ba2Cu3O7,CuO,92.8,Y7Cd3Ba20Cu30O70
Y0.7Gd0.3Rh4B4,other,3.54,Y7Gd3Rh40B40
Y0.7La0.3Ba2Cu3O6.92,CuO,83,Y35La15Ba100Cu150O346
Y0.7Pr0.15Ca0.15Ba2Cu3O7,CuO,75.8,Y14Pr3Ca3Ba40Cu60O140
Y0.7Pr0.2Ca0.1Ba2Cu3O7,CuO,77.8,Y7Pr2Ca1Ba20Cu30O70
Y0.7Pr0.2Ca0.1Ba2Cu3O7,CuO,58,Y7Pr2Ca1Ba20Cu30O70
Y0.7Pr0.2Ca0.1Ba2Cu4O8,CuO,73.4,Y7Pr2Ca1Ba20Cu40O80
Y0.7Pr0.2Cd0.1Ba2Cu3O7,CuO,59,Y7Pr2Cd1Ba20Cu30O70
Y0.7Pr0.3Ba2Cu3O6.5,CuO,27.2,Y7Pr3Ba20Cu30O65
Y0.7Pr0.3Ba2Cu3O6.6,CuO,28.5,Y7Pr3Ba20Cu30O66
Y0.7Pr0.3Ba2Cu3O6.65,CuO,46,Y14Pr6Ba40Cu60O133
Y0.7Pr0.3Ba2Cu3O6.75,CuO,25.2,Y14Pr6Ba40Cu60O135
Y0.7Pr0.3Ba2Cu3O6.85,CuO,27.4,Y14Pr6Ba40Cu60O137
Y0.7Pr0.3Ba2Cu3O6.88,CuO,47.5,Y35Pr15Ba100Cu150O344
Y0.7Pr0.3Ba2Cu3O6.942,CuO,60.6,Y350Pr150Ba1000Cu1500O3471
Y0.7Pr0.3Ba2Cu3O6.95,CuO,62.5,Y14Pr6Ba40Cu60O139
Y0.7Pr0.3Ba2Cu3O6.95,CuO,39.3,Y14Pr6Ba40Cu60O139
Y0.7Pr0.3Ba2Cu3O6.96,CuO,57,Y35Pr15Ba100Cu150O348
Y0.7Pr0.3Ba2Cu3O6.965,CuO,55,Y140Pr60Ba400Cu600O1393
Y0.7Pr0.3Ba2Cu3O6.97,CuO,59.3,Y70Pr30Ba200Cu300O697
Y0.7Pr0.3Ba2Cu3O6.98,CuO,57.4,Y35Pr15Ba100Cu150O349
Y0.7Pr0.3Ba2Cu3O7,CuO,59.1,Y7Pr3Ba20Cu30O70
